accurate,adj.,准确的,[ˈækjərət],,,,,,,,,,<accurate><adj.><[ˈækjərət]><准确的>,,,"""accurate"",","""<accurate><adj.><[ˈækjərət]><准确的>""",,,,"(""accurate"",""<accurate><adj.><[ˈækjərət]><准确的>""),","(""accurate"",""<accurate><adj.><[ˈækjərət]><准确的>""),"
accuse,v.,控告,[əˈkjuːz],,,,,,,,,,<accuse><v.><[əˈkjuːz]><控告>,,,"""accuse"",","""<accuse><v.><[əˈkjuːz]><控告>""",,,,"(""accuse"",""<accuse><v.><[əˈkjuːz]><控告>""),","(""accuse"",""<accuse><v.><[əˈkjuːz]><控告>""),"
achieve,v.,"达到,实现",[əˈtʃiːv],,,,,,,,,,"<achieve><v.><[əˈtʃiːv]><达到,实现>",,,"""achieve"",","""<achieve><v.><[əˈtʃiːv]><达到,实现>""",,,,"(""achieve"",""<achieve><v.><[əˈtʃiːv]><达到,实现>""),","(""achieve"",""<achieve><v.><[əˈtʃiːv]><达到,实现>""),"
achievement,n.,成绩,[əˈtʃiːvmənt],,,,,,,,,,<achievement><n.><[əˈtʃiːvmənt]><成绩>,,,"""achievement"",","""<achievement><n.><[əˈtʃiːvmənt]><成绩>""",,,,"(""achievement"",""<achievement><n.><[əˈtʃiːvmənt]><成绩>""),","(""achievement"",""<achievement><n.><[əˈtʃiːvmənt]><成绩>""),"
acre,n.,英亩,[ˈeɪkə(r)],,,,,,,,,,<acre><n.><[ˈeɪkə(r)]><英亩>,,,"""acre"",","""<acre><n.><[ˈeɪkə(r)]><英亩>""",,,,"(""acre"",""<acre><n.><[ˈeɪkə(r)]><英亩>""),","(""acre"",""<acre><n.><[ˈeɪkə(r)]><英亩>""),"
across,prep.,通过,[əˈkrɒs],,,,,,,,,,<across><prep.><[əˈkrɒs]><通过>,,,"""across"",","""<across><prep.><[əˈkrɒs]><通过>""",,,,"(""across"",""<across><prep.><[əˈkrɒs]><通过>""),","(""across"",""<across><prep.><[əˈkrɒs]><通过>""),"
act,n.&v.,行动,[ækt],,,,,,,,,,<act><n.&v.><[ækt]><行动>,,,"""act"",","""<act><n.&v.><[ækt]><行动>""",,,,"(""act"",""<act><n.&v.><[ækt]><行动>""),","(""act"",""<act><n.&v.><[ækt]><行动>""),"
action,n.,行为,[ˈækʃn],,,,,,,,,,<action><n.><[ˈækʃn]><行为>,,,"""action"",","""<action><n.><[ˈækʃn]><行为>""",,,,"(""action"",""<action><n.><[ˈækʃn]><行为>""),","(""action"",""<action><n.><[ˈækʃn]><行为>""),"
active,adj.,积极的,[ˈæktɪv],,,,,,,,,,<active><adj.><[ˈæktɪv]><积极的>,,,"""active"",","""<active><adj.><[ˈæktɪv]><积极的>""",,,,"(""active"",""<active><adj.><[ˈæktɪv]><积极的>""),","(""active"",""<active><adj.><[ˈæktɪv]><积极的>""),"
activity,n.,活动,[ækˈtɪvəti],,,,,,,,,,<activity><n.><[ækˈtɪvəti]><活动>,,,"""activity"",","""<activity><n.><[ækˈtɪvəti]><活动>""",,,,"(""activity"",""<activity><n.><[ækˈtɪvəti]><活动>""),","(""activity"",""<activity><n.><[ækˈtɪvəti]><活动>""),"
actor,n.,男演员,[ˈæktə(r)],,,,,,,,,,<actor><n.><[ˈæktə(r)]><男演员>,,,"""actor"",","""<actor><n.><[ˈæktə(r)]><男演员>""",,,,"(""actor"",""<actor><n.><[ˈæktə(r)]><男演员>""),","(""actor"",""<actor><n.><[ˈæktə(r)]><男演员>""),"
actress,n.,女演员,[ˈæktrəs],,,,,,,,,,<actress><n.><[ˈæktrəs]><女演员>,,,"""actress"",","""<actress><n.><[ˈæktrəs]><女演员>""",,,,"(""actress"",""<actress><n.><[ˈæktrəs]><女演员>""),","(""actress"",""<actress><n.><[ˈæktrəs]><女演员>""),"
actual,adj.,实际上的,[ˈæktʃuəl],,,,,,,,,,<actual><adj.><[ˈæktʃuəl]><实际上的>,,,"""actual"",","""<actual><adj.><[ˈæktʃuəl]><实际上的>""",,,,"(""actual"",""<actual><adj.><[ˈæktʃuəl]><实际上的>""),","(""actual"",""<actual><adj.><[ˈæktʃuəl]><实际上的>""),"
adapt,v.,使适应;改编,[əˈdæpt],,,,,,,,,,<adapt><v.><[əˈdæpt]><使适应;改编>,,,"""adapt"",","""<adapt><v.><[əˈdæpt]><使适应;改编>""",,,,"(""adapt"",""<adapt><v.><[əˈdæpt]><使适应;改编>""),","(""adapt"",""<adapt><v.><[əˈdæpt]><使适应;改编>""),"
add,v.,增加,[æd],,,,,,,,,,<add><v.><[æd]><增加>,,,"""add"",","""<add><v.><[æd]><增加>""",,,,"(""add"",""<add><v.><[æd]><增加>""),","(""add"",""<add><v.><[æd]><增加>""),"
addition,n.,增加,[əˈdɪʃn],,,,,,,,,,<addition><n.><[əˈdɪʃn]><增加>,,,"""addition"",","""<addition><n.><[əˈdɪʃn]><增加>""",,,,"(""addition"",""<addition><n.><[əˈdɪʃn]><增加>""),","(""addition"",""<addition><n.><[əˈdɪʃn]><增加>""),"
address,n.,地址,[əˈdres],,,,,,,,,,<address><n.><[əˈdres]><地址>,,,"""address"",","""<address><n.><[əˈdres]><地址>""",,,,"(""address"",""<address><n.><[əˈdres]><地址>""),","(""address"",""<address><n.><[əˈdres]><地址>""),"
adjective,n.,形容词,[ˈædʒɪktɪv],,,,,,,,,,<adjective><n.><[ˈædʒɪktɪv]><形容词>,,,"""adjective"",","""<adjective><n.><[ˈædʒɪktɪv]><形容词>""",,,,"(""adjective"",""<adjective><n.><[ˈædʒɪktɪv]><形容词>""),","(""adjective"",""<adjective><n.><[ˈædʒɪktɪv]><形容词>""),"
adjust,v.,"调整,校正",[əˈdʒʌst],,,,,,,,,,"<adjust><v.><[əˈdʒʌst]><调整,校正>",,,"""adjust"",","""<adjust><v.><[əˈdʒʌst]><调整,校正>""",,,,"(""adjust"",""<adjust><v.><[əˈdʒʌst]><调整,校正>""),","(""adjust"",""<adjust><v.><[əˈdʒʌst]><调整,校正>""),"
admire,v.,赞赏;钦佩;羡慕,[ədˈmaɪə(r)],,,,,,,,,,<admire><v.><[ədˈmaɪə(r)]><赞赏;钦佩;羡慕>,,,"""admire"",","""<admire><v.><[ədˈmaɪə(r)]><赞赏;钦佩;羡慕>""",,,,"(""admire"",""<admire><v.><[ədˈmaɪə(r)]><赞赏;钦佩;羡慕>""),","(""admire"",""<admire><v.><[ədˈmaɪə(r)]><赞赏;钦佩;羡慕>""),"
admission,n.,许可,[ədˈmɪʃn],,,,,,,,,,<admission><n.><[ədˈmɪʃn]><许可>,,,"""admission"",","""<admission><n.><[ədˈmɪʃn]><许可>""",,,,"(""admission"",""<admission><n.><[ədˈmɪʃn]><许可>""),","(""admission"",""<admission><n.><[ədˈmɪʃn]><许可>""),"
admit,v.,允许;承认,[ədˈmɪt],,,,,,,,,,<admit><v.><[ədˈmɪt]><允许;承认>,,,"""admit"",","""<admit><v.><[ədˈmɪt]><允许;承认>""",,,,"(""admit"",""<admit><v.><[ədˈmɪt]><允许;承认>""),","(""admit"",""<admit><v.><[ədˈmɪt]><允许;承认>""),"
adopt,v.,采纳;收养,[əˈdɒpt],,,,,,,,,,<adopt><v.><[əˈdɒpt]><采纳;收养>,,,"""adopt"",","""<adopt><v.><[əˈdɒpt]><采纳;收养>""",,,,"(""adopt"",""<adopt><v.><[əˈdɒpt]><采纳;收养>""),","(""adopt"",""<adopt><v.><[əˈdɒpt]><采纳;收养>""),"
adult,n.,成年人,[ˈædʌlt;əˈdʌlt],,,,,,,,,,<adult><n.><[ˈædʌlt;əˈdʌlt]><成年人>,,,"""adult"",","""<adult><n.><[ˈædʌlt;əˈdʌlt]><成年人>""",,,,"(""adult"",""<adult><n.><[ˈædʌlt;əˈdʌlt]><成年人>""),","(""adult"",""<adult><n.><[ˈædʌlt;əˈdʌlt]><成年人>""),"
advance,v.&n.,(使)前进;促进;提高,[ədˈvɑːns],,,,,,,,,,<advance><v.&n.><[ədˈvɑːns]><(使)前进;促进;提高>,,,"""advance"",","""<advance><v.&n.><[ədˈvɑːns]><(使)前进;促进;提高>""",,,,"(""advance"",""<advance><v.&n.><[ədˈvɑːns]><(使)前进;促进;提高>""),","(""advance"",""<advance><v.&n.><[ədˈvɑːns]><(使)前进;促进;提高>""),"
advanced,adj.,发达的;高级的,[ədˈvɑːnst],,,,,,,,,,<advanced><adj.><[ədˈvɑːnst]><发达的;高级的>,,,"""advanced"",","""<advanced><adj.><[ədˈvɑːnst]><发达的;高级的>""",,,,"(""advanced"",""<advanced><adj.><[ədˈvɑːnst]><发达的;高级的>""),","(""advanced"",""<advanced><adj.><[ədˈvɑːnst]><发达的;高级的>""),"
advantage,n.,优点,[ədˈvɑːntɪdʒ],,,,,,,,,,<advantage><n.><[ədˈvɑːntɪdʒ]><优点>,,,"""advantage"",","""<advantage><n.><[ədˈvɑːntɪdʒ]><优点>""",,,,"(""advantage"",""<advantage><n.><[ədˈvɑːntɪdʒ]><优点>""),","(""advantage"",""<advantage><n.><[ədˈvɑːntɪdʒ]><优点>""),"
adventure,n.,冒险,[ədˈventʃə(r)],,,,,,,,,,<adventure><n.><[ədˈventʃə(r)]><冒险>,,,"""adventure"",","""<adventure><n.><[ədˈventʃə(r)]><冒险>""",,,,"(""adventure"",""<adventure><n.><[ədˈventʃə(r)]><冒险>""),","(""adventure"",""<adventure><n.><[ədˈventʃə(r)]><冒险>""),"
adverb,n.,副词,[ˈædvɜːb],,,,,,,,,,<adverb><n.><[ˈædvɜːb]><副词>,,,"""adverb"",","""<adverb><n.><[ˈædvɜːb]><副词>""",,,,"(""adverb"",""<adverb><n.><[ˈædvɜːb]><副词>""),","(""adverb"",""<adverb><n.><[ˈædvɜːb]><副词>""),"
advertisement,n.,广告,[ədˈvɜːtɪsmənt],,,,,,,,,,<advertisement><n.><[ədˈvɜːtɪsmənt]><广告>,,,"""advertisement"",","""<advertisement><n.><[ədˈvɜːtɪsmənt]><广告>""",,,,"(""advertisement"",""<advertisement><n.><[ədˈvɜːtɪsmənt]><广告>""),","(""advertisement"",""<advertisement><n.><[ədˈvɜːtɪsmənt]><广告>""),"
advice,n.,建议,[ədˈvaɪs],,,,,,,,,,<advice><n.><[ədˈvaɪs]><建议>,,,"""advice"",","""<advice><n.><[ədˈvaɪs]><建议>""",,,,"(""advice"",""<advice><n.><[ədˈvaɪs]><建议>""),","(""advice"",""<advice><n.><[ədˈvaɪs]><建议>""),"
advise,v.,建议,[ədˈvaɪz],,,,,,,,,,<advise><v.><[ədˈvaɪz]><建议>,,,"""advise"",","""<advise><v.><[ədˈvaɪz]><建议>""",,,,"(""advise"",""<advise><v.><[ədˈvaɪz]><建议>""),","(""advise"",""<advise><v.><[ədˈvaɪz]><建议>""),"
affair,n.,事情,[əˈfeə(r)],,,,,,,,,,<affair><n.><[əˈfeə(r)]><事情>,,,"""affair"",","""<affair><n.><[əˈfeə(r)]><事情>""",,,,"(""affair"",""<affair><n.><[əˈfeə(r)]><事情>""),","(""affair"",""<affair><n.><[əˈfeə(r)]><事情>""),"
affect,v.,影响,[əˈfekt],,,,,,,,,,<affect><v.><[əˈfekt]><影响>,,,"""affect"",","""<affect><v.><[əˈfekt]><影响>""",,,,"(""affect"",""<affect><v.><[əˈfekt]><影响>""),","(""affect"",""<affect><v.><[əˈfekt]><影响>""),"
afford,v.,负担得起,[əˈfɔːd],,,,,,,,,,<afford><v.><[əˈfɔːd]><负担得起>,,,"""afford"",","""<afford><v.><[əˈfɔːd]><负担得起>""",,,,"(""afford"",""<afford><v.><[əˈfɔːd]><负担得起>""),","(""afford"",""<afford><v.><[əˈfɔːd]><负担得起>""),"
afraid,adj.,担心的,[əˈfreɪd],,,,,,,,,,<afraid><adj.><[əˈfreɪd]><担心的>,,,"""afraid"",","""<afraid><adj.><[əˈfreɪd]><担心的>""",,,,"(""afraid"",""<afraid><adj.><[əˈfreɪd]><担心的>""),","(""afraid"",""<afraid><adj.><[əˈfreɪd]><担心的>""),"
after,conj.&prep.,在···之后,[ˈɑːftə(r)],,,,,,,,,,<after><conj.&prep.><[ˈɑːftə(r)]><在···之后>,,,"""after"",","""<after><conj.&prep.><[ˈɑːftə(r)]><在···之后>""",,,,"(""after"",""<after><conj.&prep.><[ˈɑːftə(r)]><在···之后>""),","(""after"",""<after><conj.&prep.><[ˈɑːftə(r)]><在···之后>""),"
afternoon,n.,下午,[ˌɑːftəˈnuːn],,,,,,,,,,<afternoon><n.><[ˌɑːftəˈnuːn]><下午>,,,"""afternoon"",","""<afternoon><n.><[ˌɑːftəˈnuːn]><下午>""",,,,"(""afternoon"",""<afternoon><n.><[ˌɑːftəˈnuːn]><下午>""),","(""afternoon"",""<afternoon><n.><[ˌɑːftəˈnuːn]><下午>""),"
afterward,adv.,"然后,后来的",[ˈɑːftə(r)wə(r)d],,,,,,,,,,"<afterward><adv.><[ˈɑːftə(r)wə(r)d]><然后,后来的>",,,"""afterward"",","""<afterward><adv.><[ˈɑːftə(r)wə(r)d]><然后,后来的>""",,,,"(""afterward"",""<afterward><adv.><[ˈɑːftə(r)wə(r)d]><然后,后来的>""),","(""afterward"",""<afterward><adv.><[ˈɑːftə(r)wə(r)d]><然后,后来的>""),"
afterwards,adv.,"然后,后来的",[ˈɑːftəwədz],,,,,,,,,,"<afterwards><adv.><[ˈɑːftəwədz]><然后,后来的>",,,"""afterwards"",","""<afterwards><adv.><[ˈɑːftəwədz]><然后,后来的>""",,,,"(""afterwards"",""<afterwards><adv.><[ˈɑːftəwədz]><然后,后来的>""),","(""afterwards"",""<afterwards><adv.><[ˈɑːftəwədz]><然后,后来的>""),"
again,adv.,又一次,[əˈɡen;əˈɡeɪn],,,,,,,,,,<again><adv.><[əˈɡen;əˈɡeɪn]><又一次>,,,"""again"",","""<again><adv.><[əˈɡen;əˈɡeɪn]><又一次>""",,,,"(""again"",""<again><adv.><[əˈɡen;əˈɡeɪn]><又一次>""),","(""again"",""<again><adv.><[əˈɡen;əˈɡeɪn]><又一次>""),"
against,prep.,"相反,逆着;反对,反抗",[əˈɡenst;əˈɡeɪnst],,,,,,,,,,"<against><prep.><[əˈɡenst;əˈɡeɪnst]><相反,逆着;反对,反抗>",,,"""against"",","""<against><prep.><[əˈɡenst;əˈɡeɪnst]><相反,逆着;反对,反抗>""",,,,"(""against"",""<against><prep.><[əˈɡenst;əˈɡeɪnst]><相反,逆着;反对,反抗>""),","(""against"",""<against><prep.><[əˈɡenst;əˈɡeɪnst]><相反,逆着;反对,反抗>""),"
age,n.,年龄,[eɪdʒ],,,,,,,,,,<age><n.><[eɪdʒ]><年龄>,,,"""age"",","""<age><n.><[eɪdʒ]><年龄>""",,,,"(""age"",""<age><n.><[eɪdʒ]><年龄>""),","(""age"",""<age><n.><[eɪdʒ]><年龄>""),"
agent,n.,代理人,[ˈeɪdʒənt],,,,,,,,,,<agent><n.><[ˈeɪdʒənt]><代理人>,,,"""agent"",","""<agent><n.><[ˈeɪdʒənt]><代理人>""",,,,"(""agent"",""<agent><n.><[ˈeɪdʒənt]><代理人>""),","(""agent"",""<agent><n.><[ˈeɪdʒənt]><代理人>""),"
ago,adv.,之前,[əˈɡəʊ],,,,,,,,,,<ago><adv.><[əˈɡəʊ]><之前>,,,"""ago"",","""<ago><adv.><[əˈɡəʊ]><之前>""",,,,"(""ago"",""<ago><adv.><[əˈɡəʊ]><之前>""),","(""ago"",""<ago><adv.><[əˈɡəʊ]><之前>""),"
agree,v.,同意,[əˈɡriː],,,,,,,,,,<agree><v.><[əˈɡriː]><同意>,,,"""agree"",","""<agree><v.><[əˈɡriː]><同意>""",,,,"(""agree"",""<agree><v.><[əˈɡriː]><同意>""),","(""agree"",""<agree><v.><[əˈɡriː]><同意>""),"
agreement,n.,同意,[əˈɡriːmənt],,,,,,,,,,<agreement><n.><[əˈɡriːmənt]><同意>,,,"""agreement"",","""<agreement><n.><[əˈɡriːmənt]><同意>""",,,,"(""agreement"",""<agreement><n.><[əˈɡriːmənt]><同意>""),","(""agreement"",""<agreement><n.><[əˈɡriːmənt]><同意>""),"
agriculture,n.,农业,[ˈæɡrɪkʌltʃə(r)],,,,,,,,,,<agriculture><n.><[ˈæɡrɪkʌltʃə(r)]><农业>,,,"""agriculture"",","""<agriculture><n.><[ˈæɡrɪkʌltʃə(r)]><农业>""",,,,"(""agriculture"",""<agriculture><n.><[ˈæɡrɪkʌltʃə(r)]><农业>""),","(""agriculture"",""<agriculture><n.><[ˈæɡrɪkʌltʃə(r)]><农业>""),"
ahead,adv.,"向前;提前,预先",[əˈhed],,,,,,,,,,"<ahead><adv.><[əˈhed]><向前;提前,预先>",,,"""ahead"",","""<ahead><adv.><[əˈhed]><向前;提前,预先>""",,,,"(""ahead"",""<ahead><adv.><[əˈhed]><向前;提前,预先>""),","(""ahead"",""<ahead><adv.><[əˈhed]><向前;提前,预先>""),"
aid,n.&v.,帮助,[eɪd],,,,,,,,,,<aid><n.&v.><[eɪd]><帮助>,,,"""aid"",","""<aid><n.&v.><[eɪd]><帮助>""",,,,"(""aid"",""<aid><n.&v.><[eɪd]><帮助>""),","(""aid"",""<aid><n.&v.><[eɪd]><帮助>""),"
aim,n.&v.,目标;瞄准,[eɪm],,,,,,,,,,<aim><n.&v.><[eɪm]><目标;瞄准>,,,"""aim"",","""<aim><n.&v.><[eɪm]><目标;瞄准>""",,,,"(""aim"",""<aim><n.&v.><[eɪm]><目标;瞄准>""),","(""aim"",""<aim><n.&v.><[eɪm]><目标;瞄准>""),"
air,n.,空气,[eə(r)],,,,,,,,,,<air><n.><[eə(r)]><空气>,,,"""air"",","""<air><n.><[eə(r)]><空气>""",,,,"(""air"",""<air><n.><[eə(r)]><空气>""),","(""air"",""<air><n.><[eə(r)]><空气>""),"
aircraft,n.,飞行器,[ˈeəkrɑːft],,,,,,,,,,<aircraft><n.><[ˈeəkrɑːft]><飞行器>,,,"""aircraft"",","""<aircraft><n.><[ˈeəkrɑːft]><飞行器>""",,,,"(""aircraft"",""<aircraft><n.><[ˈeəkrɑːft]><飞行器>""),","(""aircraft"",""<aircraft><n.><[ˈeəkrɑːft]><飞行器>""),"
airplane,n.,飞机,[ˈeəpleɪn],,,,,,,,,,<airplane><n.><[ˈeəpleɪn]><飞机>,,,"""airplane"",","""<airplane><n.><[ˈeəpleɪn]><飞机>""",,,,"(""airplane"",""<airplane><n.><[ˈeəpleɪn]><飞机>""),","(""airplane"",""<airplane><n.><[ˈeəpleɪn]><飞机>""),"
airport,n.,飞机场,[ˈeəpɔːt],,,,,,,,,,<airport><n.><[ˈeəpɔːt]><飞机场>,,,"""airport"",","""<airport><n.><[ˈeəpɔːt]><飞机场>""",,,,"(""airport"",""<airport><n.><[ˈeəpɔːt]><飞机场>""),","(""airport"",""<airport><n.><[ˈeəpɔːt]><飞机场>""),"
alarm,n.,警报器;警报,[əˈlɑːm],,,,,,,,,,<alarm><n.><[əˈlɑːm]><警报器;警报>,,,"""alarm"",","""<alarm><n.><[əˈlɑːm]><警报器;警报>""",,,,"(""alarm"",""<alarm><n.><[əˈlɑːm]><警报器;警报>""),","(""alarm"",""<alarm><n.><[əˈlɑːm]><警报器;警报>""),"
alcohol,n.,含酒精的饮料;酒精,[ˈælkəhɒl],,,,,,,,,,<alcohol><n.><[ˈælkəhɒl]><含酒精的饮料;酒精>,,,"""alcohol"",","""<alcohol><n.><[ˈælkəhɒl]><含酒精的饮料;酒精>""",,,,"(""alcohol"",""<alcohol><n.><[ˈælkəhɒl]><含酒精的饮料;酒精>""),","(""alcohol"",""<alcohol><n.><[ˈælkəhɒl]><含酒精的饮料;酒精>""),"
alert,adj.,警觉的,[əˈlɜːt],,,,,,,,,,<alert><adj.><[əˈlɜːt]><警觉的>,,,"""alert"",","""<alert><adj.><[əˈlɜːt]><警觉的>""",,,,"(""alert"",""<alert><adj.><[əˈlɜːt]><警觉的>""),","(""alert"",""<alert><adj.><[əˈlɜːt]><警觉的>""),"
alike,adj.,相像的,[əˈlaɪk],,,,,,,,,,<alike><adj.><[əˈlaɪk]><相像的>,,,"""alike"",","""<alike><adj.><[əˈlaɪk]><相像的>""",,,,"(""alike"",""<alike><adj.><[əˈlaɪk]><相像的>""),","(""alike"",""<alike><adj.><[əˈlaɪk]><相像的>""),"
alive,adj.,活着的,[əˈlaɪv],,,,,,,,,,<alive><adj.><[əˈlaɪv]><活着的>,,,"""alive"",","""<alive><adj.><[əˈlaɪv]><活着的>""",,,,"(""alive"",""<alive><adj.><[əˈlaɪv]><活着的>""),","(""alive"",""<alive><adj.><[əˈlaɪv]><活着的>""),"
all,adj.,"一切的,所有的",[ɔːl],,,,,,,,,,"<all><adj.><[ɔːl]><一切的,所有的>",,,"""all"",","""<all><adj.><[ɔːl]><一切的,所有的>""",,,,"(""all"",""<all><adj.><[ɔːl]><一切的,所有的>""),","(""all"",""<all><adj.><[ɔːl]><一切的,所有的>""),"
allow,v.,许可,[əˈlaʊ],,,,,,,,,,<allow><v.><[əˈlaʊ]><许可>,,,"""allow"",","""<allow><v.><[əˈlaʊ]><许可>""",,,,"(""allow"",""<allow><v.><[əˈlaʊ]><许可>""),","(""allow"",""<allow><v.><[əˈlaʊ]><许可>""),"
almost,adv.,"几乎,差不多",[ˈɔːlməʊst],,,,,,,,,,"<almost><adv.><[ˈɔːlməʊst]><几乎,差不多>",,,"""almost"",","""<almost><adv.><[ˈɔːlməʊst]><几乎,差不多>""",,,,"(""almost"",""<almost><adv.><[ˈɔːlməʊst]><几乎,差不多>""),","(""almost"",""<almost><adv.><[ˈɔːlməʊst]><几乎,差不多>""),"
