alarm,n.,警报器;警报,[əˈlɑːm],,,,,
alcohol,n.,含酒精的饮料;酒精,[ˈælkəhɒl],,,,,
alert,adj.,警觉的,[əˈlɜːt],,,,,
alike,adj.,相像的,[əˈlaɪk],,,,,
alive,adj.,活着的,[əˈlaɪv],,,,,
all,adj.,"一切的,所有的",[ɔːl],,,,,
allow,v.,许可,[əˈlaʊ],,,,,
almost,adv.,"几乎,差不多",[ˈɔːlməʊst],,,,,
alone,adj.,单独的,[əˈləʊn],,,,,
along,prep.,沿着;循着,[əˈlɒŋ],,,,,
aloud,adv.,大声地,[əˈlaʊd],,,,,
alphabet,n.,字母表,[ˈælfəbet],,,,,
already,adv.,已经,[ɔːlˈredi],,,,,
also,adv.,也,[ˈɔːlsəʊ],,,,,
alter,v.,改变,[ˈɔːltə(r)],,,,,
although,conj.,尽管,[ɔːlˈðəʊ],,,,,
altogether,adv.,"全部地,完全地;总共",[ˌɔːltəˈɡeðə(r)],,,,,
always,adv.,"总是,一直",[ˈɔːlweɪz],,,,,
amateur,adj.&n.,业余的;业余爱好者,[ˈæmətə(r);ˈæmətʃə(r)],,,,,
amaze,n.,使吃惊,[əˈmeɪz],,,,,
ambition,n.,雄心,[æmˈbɪʃn],,,,,
ambulance,n.,救护车🚑,[ˈæmbjələns],,,,,
amid,prep.,在···中,[əˈmɪd],,,,,
among,prep.,在···中,[əˈmʌŋ],,,,,
amongst,prep.,在···中,[əˈmʌŋst],,,,,
amount,n.&v.,"数量;合计,共计",[əˈmaʊnt],,,,,
amuse,v.,"使娱乐,使高兴",[əˈmjuːz],,,,,
analysis,n.,分析,[əˈnæləsɪs],,,,,
analyze,v.,分析,[ˈænəlaɪz],,,,,
anchor,n.,锚⚓️,[ˈæŋkə(r)],,,,,
ancient,adj.,古老的,[ˈeɪnʃənt],,,,,
and,conj.,和,[ənd;ən;n;ænd],,,,,
anger,n.,生气,[ˈæŋɡə(r)],,,,,
angle,n.,角度,[ˈæŋɡl],,,,,
angry,adj.,生气的,[ˈæŋɡri],,,,,
animal,n.,动物🐒,[ˈænɪml],,,,,
ankle,n.,脚踝,[ˈæŋkl],,,,,
announce,v.,宣布,[əˈnaʊns],,,,,
annoy,v.,让···生气,[əˈnɔɪ],,,,,
annual,adj.,每年一次的,[ˈænjuəl],,,,,
another,adj.&pron.,"另一个,再一个",[əˈnʌðə(r)],,,,,
answer,n.&v.,回答,[ˈɑːnsə(r)],,,,,
ant,n.,蚂蚁🐜,[ænt],,,,,
anxiety,n.,焦虑;担心,[æŋˈzaɪəti],,,,,
anxious,adj.,焦虑的,[ˈæŋkʃəs],,,,,
any,det.&pron&adj.,"任何的,任一的;任何数量,任一;一点儿也(不),完全(不)",[ˈeni],,,,,
anybody,pron.,任何人,[ˈenibɒdi],,,,,
anyhow,adv.,不管怎样,[ˈenihaʊ],,,,,
anyone,pron.,任何人,[ˈeniwʌn],,,,,
anything,pron.,任何事情,[ˈeniθɪŋ],,,,,
anyway,adv.,无论如何,[ˈeniweɪ],,,,,
anywhere,adv.,任何地方,[ˈeniweə(r)],,,,,
apart,adj.,分开的,[əˈpɑːt],,,,,
apartment,n.,公寓,[əˈpɑːtmənt],,,,,
apologize,v.,道歉🙇‍♀️,[əˈpɒlədʒaɪz],,,,,
apology,n.,道歉🙇,[əˈpɒlədʒi],,,,,
appear,v.,出现,[əˈpɪə(r)],,,,,
appetite,n.,胃口,[ˈæpɪtaɪt],,,,,
applause,n.,"鼓掌,喝彩👏",[əˈplɔːz],,,,,
apply,v.,申请;应用,[əˈplaɪ],,,,,
appoint,v.,指定,[əˈpɔɪnt],,,,,
appointment,n.,指定;约定,[əˈpɔɪntmənt],,,,,
appreciate,v.,欣赏;感激,[əˈpriːʃieɪt],,,,,
approach,n.&v.,处理;接近;处理方法,[əˈprəʊtʃ],,,,,
approval,n.,赞同,[əˈpruːvl],,,,,
approve,v.,赞同,[əˈpruːv],,,,,
April,n.,四月,[ˈeɪprəl],,,,,
architecture,n.,建筑学🏠,[ˈɑːkɪtektʃə(r)],,,,,
area,n.,地区🌍,[ˈeəriə],,,,,
argue,v.,争论,[ˈɑːɡjuː],,,,,
argument,n.,争论,[ˈɑːɡjumənt],,,,,
arise,v.,出现,[əˈraɪz],,,,,
arithmetic,n.,"算法,算术",[əˈrɪθmətɪk],,,,,
arm,n.,胳膊,[ɑːm],,,,,
army,n.,军队,[ˈɑːmi],,,,,
around,prep.,在···周围,[əˈraʊnd],,,,,
arouse,v.,"唤醒,激发",[əˈraʊz],,,,,
arrange,v.,安排,[əˈreɪndʒ],,,,,
arrangement,n.,安排,[əˈreɪndʒmənt],,,,,
arrest,v.,逮捕,[əˈrest],,,,,
arrival,n.,到达,[əˈraɪvl],,,,,
arrive,v.,到达,[əˈraɪv],,,,,
arrow,n.,箭,[ˈærəʊ],,,,,
art,n.,艺术🎨,[ɑːt],,,,,
article,n.,文章,[ˈɑːtɪkl],,,,,
artificial,adj.,人工的,[ˌɑːtɪˈfɪʃl],,,,,
artist,n.,艺术家👨‍🎨,[ˈɑːtɪst],,,,,
as,prep.&conj.,"当···时候;尽管,虽然;由于;如同,像",[əz;æz],,,,,
ash,n.,灰,[æʃ],,,,,
ashamed,adj.,"惭愧的,害臊的",[əˈʃeɪmd],,,,,
aside,adv.,向旁边,[əˈsaɪd],,,,,
ask,v.,问,[ɑːsk],,,,,
asleep,adj.,睡着的,[əˈsliːp],,,,,
aspect,n.,方面,[ˈæspekt],,,,,
assembly,n.,"组装,集合",[əˈsembli],,,,,
assess,v.,"评估,估计",[əˈses],,,,,
assign,v.,分配,[əˈsaɪn],,,,,
assignment,n.,"作业,任务",[əˈsaɪnmənt],,,,,
assist,v.,帮助,[əˈsɪst],,,,,
assistance,n.,帮助,[əˈsɪstəns],,,,,
assistant,n.,助手,[əˈsɪstənt],,,,,
associate,v.,与···相联系,[əˈsəʊsieɪt;əˈsəʊʃieɪt],,,,,
association,n.,协会,[əˌsəʊsiˈeɪʃn;əˌsəʊʃiˈeɪʃn],,,,,
assure,v.,"使相信,保证",[əˈʃʊə(r);əˈʃɔː(r)],,,,,
at,prep.,在,[ət;æt],,,,,
athlete,n.,运动员,[ˈæθliːt],,,,,
atmosphere,n.,"大气层,气氛",[ˈætməsfɪə(r)],,,,,
atom,n.,原子,[ˈætəm],,,,,
attach,v.,附加于,[əˈtætʃ],,,,,
attack,n.&v.,攻击,[əˈtæk],,,,,
attain,v.,得到,[əˈteɪn],,,,,
attempt,n.&v.,企图,[əˈtempt],,,,,
attention,n.,注意力,[əˈtenʃn],,,,,
attitude,n.,态度,[ˈætɪtjuːd],,,,,
attraction,n.,吸引力,[əˈtrækʃn],,,,,
attractive,adj.,漂亮的,[əˈtræktɪv],,,,,
attract,v.,吸引,[əˈtrækt],,,,,
audience,n.,观众,[ˈɔːdiəns],,,,,
audio,adj.,"音频的,声音的",[ˈɔːdiəʊ],,,,,
August,n.,八月,[ɔːˈɡʌst],,,,,
aunt,n.,"姨母,姑母,舅母,伯母,阿姨,婶婶🧍‍♀️",[ɑːnt],,,,,
author,n.,作者,[ˈɔːθə(r)],,,,,
authority,n.,"权威,当局",[ɔːˈθɒrəti],,,,,
auto,n.,汽车🚗,[ˈɔːtəʊ],,,,,
automobile,n.,汽车🚗,[ˈɔːtəməbiːl],,,,,
automatic,adj.,自动的,[ˌɔːtəˈmætɪk],,,,,
autumn,n.,秋天,[ˈɔːtəm],,,,,
available,adj.,可用的;可获得的,[əˈveɪləbl],,,,,
avenue,n.,大街,[ˈævənjuː],,,,,
average,adj.,平均的,[ˈævərɪdʒ],,,,,
avoid,v.,避免,[əˈvɔɪd],,,,,
await,v.,等待⌛️,[əˈweɪt],,,,,
awake,adj.,醒的,[əˈweɪk],,,,,
award,v.&n.,"授予;奖品,奖金",[əˈwɔːd],,,,,
aware,adj.,明白的,[əˈweə(r)],,,,,
away,adj.,远离的,[əˈweɪ],,,,,
awful,adj.,可怕的,[ˈɔːfl],,,,,
awkward,adj.,"难看的,笨拙的;使人尴尬的",[ˈɔːkwəd],,,,,
ax,n.,斧头🪓,[æks],,,,,
axe,n.,斧头🪓,[æks],,,,,
baby,n.,"婴儿,小孩👶",[ˈbeɪbi],,,,,
back,v.&adj.,"支持;后边的,背后的",[bæk],,,,,
background,n.,背景,[ˈbækɡraʊnd],,,,,
backward,adv.,向后地,[ˈbækwəd],,,,,
bacon,n.,熏肉🥓,[ˈbeɪkən],,,,,
bad,adj.,坏的,[bæd],,,,,
badly,adv.,糟糕地;非常,[ˈbædli],,,,,
bag,n.,包裹📦,[bæɡ],,,,,
baggage,n.,行李🧳,[ˈbæɡɪdʒ],,,,,
bake,v.,"烤,烘焙🥯",[beɪk],,,,,
balance,v.&n.,平衡,[ˈbæləns],,,,,
balcony,n.,阳台,[ˈbælkəni],,,,,
ball,n.,球⚽️,[bɔːl],,,,,
balloon,n.,气球🎈,[bəˈluːn],,,,,
ban,n.&v.,禁令;禁止,[bæn],,,,,
banana,n.,香蕉🍌,[bəˈnɑːnə],,,,,
band,n.,"带子;乐队,乐团",[bænd],,,,,
bang,v.,砰然作响,[bæŋ],,,,,
bank,n.,银行🏦,[bæŋk],,,,,
bankrupt,v.,使破产,[ˈbæŋkrʌpt],,,,,
banner,n.,"横幅;旗,旗帜🚩",[ˈbænə(r)],,,,,
bar,n.,"酒吧;一条,一块",[bɑː(r)],,,,,
barber,n.,理发师💇‍♂️,[ˈbɑːbə(r)],,,,,
bare,adj.,光秃秃的,[beə(r)],,,,,
bargain,v.&n.,讨价还价;便宜货,[ˈbɑːɡən],,,,,
bark,v.,狗叫,[bɑːk],,,,,
barn,n.,"仓房,牲口棚",[bɑːn],,,,,
barrier,n.,障碍,[ˈbæriə(r)],,,,,
base,n.&v.,基地;出发点;以···为基础,[beɪs],,,,,
baseball,n.,棒球⚾️,[ˈbeɪsbɔːl],,,,,
basic,adj.,基本的,[ˈbeɪsɪk],,,,,
basin,n.,"盆,盆地",[ˈbeɪsn],,,,,
basis,n.,基础,[ˈbeɪsɪs],,,,,
basket,n.,篮子🧺,[ˈbɑːskɪt],,,,,
basketball,n.,篮球🏀,[ˈbɑːskɪtbɔːl],,,,,
bat,n.,球拍,[bæt],,,,,
bath,n.,洗澡,[bɑːθ],,,,,
bathe,v.,给···洗澡,[beɪð],,,,,
bathroom,n.,浴室🛀,[ˈbɑːθruːm;ˈbɑːθrʊm],,,,,
battery,n.,电池🔋,[ˈbætri;ˈbætəri],,,,,
battle,n.,战斗,[ˈbætl],,,,,
bay,n.,海湾,[beɪ],,,,,
be,v.,是,[bi;biː],,,,,
beach,n.,海滩,[biːtʃ],,,,,
beam,n.,光束,[biːm],,,,,
bean,n.,豆子,[biːn],,,,,
bear,v.&n.,"承担,负担;熊",[beə(r)],,,,,
beast,n.,野兽,[biːst],,,,,
beautiful,adj.,漂亮的,[ˈbjuːtɪfl],,,,,
beauty,n.,美丽,[ˈbjuːti],,,,,
because,conj.,因为,[bɪˈkəz;bɪˈkɒz],,,,,
become,v.,变成,[bɪˈkʌm],,,,,
bed,n.,床🛏️,[bed],,,,,
bee,n.,蜜蜂🐝,[biː],,,,,
beef,n.,牛肉🐂,[biːf],,,,,
beer,n.,啤酒🍺,[bɪə(r)],,,,,
before,conj.&prep.,在···之前,[bɪˈfɔː(r)],,,,,
beg,v.,乞求🥺,[beɡ],,,,,
begin,v.,开始,[bɪˈɡɪn],,,,,
beginning,n.,开始,[bɪˈɡɪnɪŋ],,,,,
behind,prep.,在···后面,[bɪˈhaɪnd],,,,,
believe,v.,相信,[bɪˈliːv],,,,,
bell,n.,铃声,[bel],,,,,
belong,v.,属于,[bɪˈlɒŋ],,,,,
beloved,adj.,深爱的,[bɪ'lʌvɪd;,-'lʌvd],,,,
below,prep.,在···下面,[bɪˈləʊ],,,,,
belt,n.,"皮带,腰带",[belt],,,,,
bench,n.,板凳,[bentʃ],,,,,
bend,v.,弯曲,[bend],,,,,
beneath,prep.,在···下面,[bɪˈniːθ],,,,,
benefit,v.&n.,"受益;利益,好处🉐️",[ˈbenɪfɪt],,,,,
beside,adv.&prep.,另外;除···之外(还有),[bɪˈsaɪd],,,,,
best,adj.,最好的,[best],,,,,
bet,v.,打赌,[bet],,,,,
better,adj.,较好的,[ˈbetə(r)],,,,,
between,prep.,在两者之间,[bɪˈtwiːn],,,,,
beyond,prep.,在···较远一边,[bɪˈjɒnd],,,,,
bible,n.,圣经,[ˈbaɪbl],,,,,
bicycle,n.,自行车🚴,[ˈbaɪsɪkl],,,,,
bid,v.&n.,"命令,吩咐;投标",[bɪd],,,,,
big,adj.,大的,[bɪɡ],,,,,
bill,n.,账单,[bɪl],,,,,
billion,n.,十亿,[ˈbɪljən],,,,,
biology,n.,生物学,[baɪˈɒlədʒi],,,,,
bird,n.,小鸟🐦,[bɜːd],,,,,
birth,n.,出生🐣,[bɜːθ],,,,,
birthday,n.,生日🎂,[ˈbɜːθdeɪ],,,,,
biscuit,n.,饼干🍪,[ˈbɪskɪt],,,,,
bit,n.,"少量,少许",[bɪt],,,,,
bite,v.,咬,[baɪt],,,,,
bitter,adj.,苦的,[ˈbɪtə(r)],,,,,
black,adj.,黑色的,[blæk],,,,,
blackboard,n.,黑板,[ˈblækbɔːd],,,,,
blame,v.,责备,[bleɪm],,,,,
blank,adj.,空白的,[blæŋk],,,,,
blanket,n.,毛毯,[ˈblæŋkɪt],,,,,
blast,n.,"爆炸;一阵(疾风等),一股(强烈的气流)",[blɑːst],,,,,
blind,adj.,"瞎的,盲的",[blaɪnd],,,,,
block,n.&v.,街区;阻碍,[blɒk],,,,,
blood,n.,血液,[blʌd],,,,,
bloody,adj.,流血的,['blʌdɪ],,,,,
bloom,v.,开花🌼,[bluːm],,,,,
blow,v.,吹,[bləʊ],,,,,
blue,adj.&n.,蓝色的;蓝色,[bluː],,,,,
board,n.,"纸板,木板;委员会,董事会",[bɔːd],,,,,
boast,v.,吹牛,[bəʊst],,,,,
boat,n.,小船🚣‍♀️,[bəʊt],,,,,
body,n.,身体,[ˈbɒdi],,,,,
boil,v.,沸腾,[bɔɪl],,,,,
bold,adj.,勇敢的,[bəʊld],,,,,
bomb,n.&v.,炸弹💣;轰炸,[bɒm],,,,,
bone,n.,骨头🦴,[bəʊn],,,,,
book,n.,书📖,[bʊk],,,,,
boom,v.&n.,"激增,猛涨;繁荣,兴旺",[buːm],,,,,
boot,n.,靴子🥾,[buːt],,,,,
border,n.,"边界,边境,边缘",[ˈbɔːdə(r)],,,,,
bore,v.,使厌烦,[bɔː(r)],,,,,
boring,adj.,令人厌烦的,[ˈbɔːrɪŋ],,,,,
born,adj.,"出生的,问世的,出生于",[bɔːn],,,,,
borrow,v.,借,[ˈbɒrəʊ],,,,,
boss,n.,老板,[bɒs],,,,,
both,adj.&pron.,"两个的,两者都",[bəʊθ],,,,,
bother,v.,打扰,[ˈbɒðə(r)],,,,,
bottle,n.,瓶子,[ˈbɒtl],,,,,
bottom,n.,底部,[ˈbɒtəm],,,,,
boundary,n.,分界线,[ˈbaʊndri],,,,,
bow,n.&v.,"弓,弓形物;(向···)弯腰;鞠躬🙇",[baʊ],,,,,
bowl,n.,碗🥣,[bəʊl],,,,,
box,n.,箱子📦,[bɒks],,,,,
boy,n.,男孩👦,[bɔɪ],,,,,
brain,n.,大脑🧠,[breɪn],,,,,
brake,n.&v.,刹车,[breɪk],,,,,
branch,n.,树枝🌿;分支;支流,[brɑːntʃ],,,,,
brand,n.,商标™️,[brænd],,,,,
brass,n.,黄铜,[brɑːs],,,,,
brave,adj.,勇敢的,[breɪv],,,,,
bread,n.,面包,[bred],,,,,
break,v.,"打破,弄坏",[breɪk],,,,,
breakfast,n.,早餐,[ˈbrekfəst],,,,,
breath,n.,呼吸👃,[breθ],,,,,
breathe,v.,呼吸👃,[briːð],,,,,
breeze,n.,微风,[briːz],,,,,
brick,n.,砖块🧱,[brɪk],,,,,
bride,n.,新娘👰,[braɪd],,,,,
bridge,n.,桥梁,[brɪdʒ],,,,,
brief,adj.,简短的,[briːf],,,,,
bright,adj.,光明的,[braɪt],,,,,
brilliant,adj.,杰出的;闪耀的,[ˈbrɪliənt],,,,,
bring,v.,带来,[brɪŋ],,,,,
broad,adj.,宽的,[brɔːd],,,,,
broadcast,n.,广播,[ˈbrɔːdkɑːst],,,,,
broom,n.,扫帚🧹,[bruːm],,,,,
brother,n.,"(同父母的)兄,弟;同事,伙伴",[ˈbrʌðə(r)],,,,,
brow,n.,"眉,眉毛",[braʊ],,,,,
brown,adj.,褐色的,[braʊn],,,,,
brush,n.,刷子,[brʌʃ],,,,,
build,v.,建造,[bɪld],,,,,
building,n.,"建筑🏠,建筑物",[ˈbɪldɪŋ],,,,,
bulb,n.,"球茎,电灯泡💡",[bʌlb],,,,,
bullet,n.,子弹🚄,[ˈbʊlɪt],,,,,
bunch,n.,"束,捆",[bʌntʃ],,,,,
bundle,n.,"捆,扎",[ˈbʌndl],,,,,
burden,n.&v.,负担,[ˈbɜːdn],,,,,
bureau,n.,"局,办事处",[ˈbjʊərəʊ],,,,,
burn,v.,燃烧🔥,[bɜːn],,,,,
burst,v.,突发,[bɜːst],,,,,
bury,v.,埋葬,[ˈberi],,,,,
bus,n.,公交车🚌,[bʌs],,,,,
bush,n.,灌木,[bʊʃ],,,,,
business,n.,生意,[ˈbɪznəs],,,,,
busy,adj.,忙的,[ˈbɪzi],,,,,
but,conj.&adv.,"但是,然而;除了;只,仅仅",[bət;bʌt],,,,,
butcher,n.,屠夫,[ˈbʊtʃə(r)],,,,,
butter,n.,黄油🧈,[ˈbʌtə(r)],,,,,
butterfly,n.,蝴蝶🦋,[ˈbʌtəflaɪ],,,,,
button,n.,按钮🔘,[ˈbʌtn],,,,,
buy,v.,购买,[baɪ],,,,,
by,prep.,在···旁,[baɪ],,,,,
cabbage,n.,卷心菜,[ˈkæbɪdʒ],,,,,
cabin,n.,船舱,[ˈkæbɪn],,,,,
cabinet,n.,橱柜,[ˈkæbɪnət],,,,,
cable,n.,电缆,[ˈkeɪbl],,,,,
cafe,n.,"小餐馆,咖啡馆",[ˈkæfeɪ],,,,,
cage,n.,笼子,[keɪdʒ],,,,,
cake,n.,蛋糕🍰,[keɪk],,,,,
calculate,v.,计算🧮,[ˈkælkjuleɪt],,,,,
calculator,n.,计算器,[ˈkælkjuleɪtə(r)],,,,,
calendar,n.,日历📅,[ˈkælɪndə(r)],,,,,
call,v.&n.,"叫,打电话📲",[kɔːl],,,,,
calm,adj.,冷静的,[kɑːm],,,,,
camel,n.,骆驼🐫,[ˈkæml],,,,,
camera,n.,照相机📷,[ˈkæmrə],,,,,
camp,n.,营地,[kæmp],,,,,
campus,n.,校园,[ˈkæmpəs],,,,,
can,modal,v.&n.,能;罐头🥫,[kæn],,,,
canal,n.,"运河,渠",[kəˈnæl],,,,,
cancel,v.,取消,[ˈkænsl],,,,,
cancer,n.,癌症,[ˈkænsə(r)],,,,,
candidate,n.,候选人,[ˈkændɪdət;ˈkændɪdeɪt],,,,,
candle,n.,蜡烛🕯️,[ˈkændl],,,,,
cap,n.,帽子🎩,[kæp],,,,,
capable,adj.,有能力的,[ˈkeɪpəbl],,,,,
capital,n.,首都;资本,[ˈkæpɪtl],,,,,
captain,n.,上尉;船长,[ˈkæptɪn],,,,,
capture,v.,"捕获,俘虏",[ˈkæptʃə(r)],,,,,
car,n.,小汽车🚗,[kɑː(r)],,,,,
carbon,n.,碳,[ˈkɑːbən],,,,,
card,n.,卡片,[kɑːd],,,,,
care,n.,"注意,小心",[keə(r)],,,,,
career,n.,"职业,生涯",[kəˈrɪə(r)],,,,,
careless,adj.,粗心大意的,[ˈkeələs],,,,,
caress,n.&v.,"爱抚,抚摸",[kəˈres],,,,,
cargo,n.,货物📦,[ˈkɑːɡəʊ],,,,,
carpenter,n.,木匠,[ˈkɑːpəntə(r)],,,,,
carpet,n.,毛毯,[ˈkɑːpɪt],,,,,
carriage,n.,马车,[ˈkærɪdʒ],,,,,
carrot,n.,胡萝卜🥕,[ˈkærət],,,,,
carry,v.,携带,[ˈkæri],,,,,
cart,v.&n.,载运;手推车,[kɑːt],,,,,
cartoon,n.,卡通,[kɑːˈtuːn],,,,,
case,n.,事例;案例;情况,[keɪs],,,,,
cash,n.,现金,[kæʃ],,,,,
cassette,n.,盒式录音带;珠宝箱💎,[kəˈset],,,,,
cast,v.,"投,扔",[kɑːst],,,,,
castle,n.,城堡🏯,[ˈkɑːsl],,,,,
casual,adj.,"偶然的,碰巧的",[ˈkæʒuəl],,,,,
cat,n.,猫🐱,[kæt],,,,,
catch,v.,抓住,[kætʃ],,,,,
category,n.,"种类,类型",[ˈkætəɡəri],,,,,
cattle,n.,(总称)牛🐂,[ˈkætl],,,,,
cause,v.&n.,引起;起因;事业,[kɔːz],,,,,
cautious,adj.,谨慎的,[ˈkɔːʃəs],,,,,
cave,n.,洞穴,[keɪv],,,,,
ceiling,n.,天花板,[ˈsiːlɪŋ],,,,,
celebrate,v.,庆祝,[ˈselɪbreɪt],,,,,
cell,n.,细胞,[sel],,,,,
cent,n.,"分,分币",[sent],,,,,
center,n.,中心,[ˈsentə(r)],,,,,
centigrade,n.&adj.,摄氏温度(的)🌡️,[ˈsentɪɡreɪd],,,,,
centimeter,n.,厘米,[ˈsɛntɪˌmiːtə],,,,,
centimetre,n.,厘米,[ˈsentɪmiːtə(r)],,,,,
central,adj.,中心的,[ˈsentrəl],,,,,
century,n.,世纪,[ˈsentʃəri],,,,,
ceremony,n.,仪式,[ˈserəməni],,,,,
certain,adj.,"肯定的,某一个",[ˈsɜːtn],,,,,
certificate,n.,"证书📄,文凭",[səˈtɪfɪkət],,,,,
chain,n.,链条⛓️,[tʃeɪn],,,,,
chair,n.,椅子💺,[tʃeə(r)],,,,,
chairman,n.,主席,[ˈtʃeəmən],,,,,
chalk,n.,粉笔,[tʃɔːk],,,,,
challenge,v.&n.,挑战,[ˈtʃælɪndʒ],,,,,
champion,n.,冠军🏆,[ˈtʃæmpiən],,,,,
chance,n.,机会,[tʃɑːns],,,,,
change,v.&n.,改变,[tʃeɪndʒ],,,,,
channel,n.,"海峡,频道",[ˈtʃænl],,,,,
chap,n.,"家伙,伙计",[tʃæp],,,,,
chapter,n.,章节,[ˈtʃæptə(r)],,,,,
character,n.,特性;人物,[ˈkærəktə(r)],,,,,
charge,v.&n.,"要价,指控;使充电;负责",[tʃɑːdʒ],,,,,
charity,n.,慈善,[ˈtʃærəti],,,,,
charm,n.,魅力,[tʃɑːm],,,,,
chart,n.,图表📈,[tʃɑːt],,,,,
charter,v.&n.,"包租;宪章,章程",[ˈtʃɑːtə(r)],,,,,
chase,v.,追逐,[tʃeɪs],,,,,
chat,v.,聊天,[tʃæt],,,,,
cheap,adj.,便宜的,[tʃiːp],,,,,
cheat,v.&n.,"作弊,欺骗;骗子",[tʃiːt],,,,,
check,v.,检查,[tʃek],,,,,
cheek,n.,脸颊,[tʃiːk],,,,,
cheer,v.&n.,"欢呼,喝彩;欢呼声,喝彩声",[tʃɪə(r)],,,,,
cheerful,adj.,欢呼的,[ˈtʃɪəfl],,,,,
cheese,n.,奶酪🧀️,[tʃiːz],,,,,
chemical,adj.,化学的,[ˈkemɪkl],,,,,
chemist,n.,化学家,[ˈkemɪst],,,,,
chemistry,n.,化学🧪,[ˈkemɪstri],,,,,
cheque,n.,支票,[tʃek],,,,,
chess,n.,象棋,[tʃes],,,,,
chest,n.,"胸腔,胸部",[tʃest],,,,,
chew,v.,咀嚼,[tʃuː],,,,,
chicken,n.,鸡🐔;鸡肉,[ˈtʃɪkɪn],,,,,
chief,adj.,主要的,[tʃiːf],,,,,
